sampleID,site,location,region,date,depth,mesh,flowin,flowout,distance,duration,volume,vol.cor,sieve,fraction.proc,sizeclass,phylum,class,order,family,genus,species,plot.taxon.g,plot.taxon.d,plot.taxon,labID,stage,sex,length,ind_dryweight,count,totcount,abundance,tot_dryweight,biomass_dry,tot_ww,biomass_wet,lab.processor,processor.notes
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,Bryozoa,NA,NA,NA,NA,NA,Other,Bryozoa,Bryozoa,Bryozoa,NA,NA,<2,0.002,1,100,9.50,0.20,0.02,3.70,0.35,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,NA,Calanoid copepod,Calanus,Calanus,Calanus,<C5,NA,<2,0.08,1,100,9.50,8.00,0.76,50.00,4.75,Andrea Le,
JSPK1100,J07,JS,South,2016-05-27,0,250,604764,606548,47.94147994,NA,9.408515439,9.2503,1000,1,2-5,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,Calanoid copepod,Epilabidocera,Epilabidocera,Epilabidocera longipedata,NA,NA,2.6,0.1,4,4,0.43,0.40,0.04,2.50,0.27,Sam James,
QPK699,D07,DI,Central,2016-05-14,0,250,275000,275146,3.923461923,0:01:05,0.769979402,2.5,1000,1,2-5,Arthropoda,Malacostraca,Decapoda,Porcellanidae,NA,NA,Decapod ,Porcellanidae,Porcellanidae,Porcellanidae,NA,NA,2.8,0.07,3,3,1.20,0.21,0.08,1.17,0.47,Andrea Le,volumes too low to be correct. Took volume from other sample with same tow duration
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,1000,1,1-2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,Calanoid copepod,Centropages,Centropages,Centropages abdominalis,NA,NA,<2,0.018,1,1,0.10,0.02,0.00,0.11,0.01,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,1-2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,Calanoid copepod,Centropages,Centropages,Centropages abdominalis,NA,NA,<2,0.018,7,700,66.52,12.60,1.20,78.75,7.48,Andrea Le,
JSPK1048,J02,JS,North,2015-06-09,0,250,203624,206764,84.38130438,NA,16.55983098,17.15639246,1000,1,5-10,Chaetognatha,NA,NA,NA,NA,NA,Other,Chaetognatha,Chaetognatha,Chaetognath,NA,NA,7,0.063,2,2,0.12,0.13,0.01,1.35,0.08,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Other,Copepod (<CV),Copepod nauplius,Copepod nauplius,nauplius,NA,<2,0.0003,4,400,38.01,0.12,0.01,0.75,0.07,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,Calanoid copepod,Copepod (<CV),Copepodite,Copepodite,C2,NA,<2,0.003,3,300,28.51,0.90,0.09,5.63,0.53,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,Calanoid copepod,Copepod (<CV),Copepodite,Copepodite,C1,NA,<2,0.003,1,100,9.50,0.30,0.03,1.88,0.18,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,Arthropoda,Maxillopoda,Poecilostomatoida,Corycaeidae,Corycaeus,NA,Other,Corycaeus,Corycaeus,Corycaeus,NA,NA,<2,0.002,7,700,66.52,1.40,0.13,8.75,0.83,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,Cyprid,NA,NA,<2,0.35,1,100,9.50,35.00,3.33,218.75,20.79,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,NA,NA,NA,NA,NA,NA,Other,Other,Other,Egg (oily),NA,NA,<2,0.0045,7,700,66.52,3.15,0.30,58.33,5.54,Andrea Le,
JSPK1048,J02,JS,North,2015-06-09,0,250,203624,206764,84.38130438,NA,16.55983098,17.15639246,1000,1,2-5,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,Metridia,Metridia,NA,NA,2.67,0.136,260,260,15.15,35.36,2.06,221.00,12.88,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,1-2,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,Calanoid copepod,Epilabidocera,Epilabidocera,Epilabidocera longipedata,<C5,NA,<2,0.03,1,100,9.50,3.00,0.29,18.75,1.78,Andrea Le,
JSPK1075,J07,JS,South,2015-06-20,0,250,314375,319287,132.000308,NA,25.90506045,27.37438514,1000,1,2-5,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,Calanoid copepod,Epilabidocera,Epilabidocera,Epilabidocera longipedata,C5,NA,2.7,0.1,2,2,0.07,0.20,0.01,1.25,0.05,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,1-2,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA,Euphausiid,Euphausiidae,Euphausiidae,Euphausiid calytopsis,NA,NA,<2,0.003,1,100,9.50,0.30,0.03,1.32,0.13,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,Cnidaria,Hydrozoa,Anthoathecata,Corymorphidae,Euphysa,NA,Other,Euphysa,Euphysa,Euphysa,NA,NA,<2,0.1,1,100,9.50,10.00,0.95,250.00,23.76,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Evadne,NA,Cladoceran,Evadne,Evadne,Evadne,NA,NA,<2,0.005,5,500,47.51,2.50,0.24,19.23,1.83,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,1000,1,2-5,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,NA,Amphipod ,Themisto,Themisto,Hyperiid (themisto),NA,NA,3.15,0.09,5,5,0.20,0.45,0.02,1.88,0.07,Andrea Le,Themisto
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,Mollusca,Gastropoda,NA,NA,NA,NA,Other,Gastropoda,Gastropoda,Gastropod egg,NA,NA,<2,0.002,2,200,19.01,0.40,0.04,1.74,0.17,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,Mollusca,Gastropoda,NA,NA,NA,NA,Other,Gastropoda,Gastropoda,Gastropod veliger,veliger,NA,<2,0.0026,1,100,9.50,0.26,0.02,1.13,0.11,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,1000,1,2-5,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,NA,NA,Amphipod ,Hyperiidae,Hyperiidae,Hyperiid amphipod,NA,NA,3.25,0.09,2,2,0.19,0.18,0.02,0.75,0.07,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,1000,1,2-5,Cnidaria,Hydrozoa,Leptomedusae,NA,NA,NA,Other,Leptomedusae,Leptomedusae,Leptomedusae,NA,NA,4.1,0.5,1,1,0.10,0.50,0.05,12.50,1.19,Andrea Le,
JSPK1045,J04,JS,North,2015-06-08,0,250,190640,196945,169.4344344,NA,33.25150776,34.37292045,1000,1,2-5,Arthropoda,Malacostraca,Decapoda,Majidae,NA,NA,Decapod ,Majidae,Majidae,Majidae,NA,NA,2.8,0.07,1,1,0.03,0.07,0.00,0.39,0.01,Andrea Le,
JSPK1112,J07,JS,South,2016-06-03,0,250,629297,633090,101.9293909,0:02:02,20.00364297,21.70554094,250,0.05,2-5,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,pacificus,Calanoid copepod,Calanus,Calanus,Calanus pacificus,NA,NA,2.7,0.25,1,20,0.92,5.00,0.23,31.25,1.44,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,1000,1,2-5,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Nanomia,NA,Other,Nanomia,Nanomia,Nanomia,NA,NA,3.6,0.05,5,5,0.48,0.25,0.02,6.25,0.59,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,1-2,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA,Larvacean,Larvacean,Larvacean,Oikopleura,NA,NA,<2,0.01,10,1000,95.03,10.00,0.95,185.19,17.60,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,Arthropoda,Maxillopoda,Cyclopoida,Oithonidae,Oithona,NA,Other,Oithona,Oithona,Oithona,NA,NA,<2,0.0015,2,200,19.01,0.30,0.03,1.88,0.18,Andrea Le,
JSPK1048,J02,JS,North,2015-06-09,0,250,203624,206764,84.38130438,NA,16.55983098,17.15639246,1000,1,2-5,Arthropoda,Malacostraca,Decapoda,Majidae,NA,NA,Decapod ,Majidae,Majidae,Majidae,NA,NA,2.85,0.07,2,2,0.12,0.14,0.01,0.78,0.05,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,NA,NA,Other,Pandeidae,Pandeidae,Pandeidae,NA,NA,<2,0.1,1,100,9.50,10.00,0.95,250.00,23.76,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,Arthropoda,Maxillipoda,Calanoida,Paracalanidae,Paracalanus,NA,Calanoid copepod,Paracalanus,Paracalanus,Paracalanus,NA,NA,<2,0.0068,140,14000,1330.38,95.20,9.05,595.00,56.54,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Podon,NA,Cladoceran,Podon,Podon,Podon,NA,NA,<2,0.005,4,400,38.01,2.00,0.19,15.38,1.46,Andrea Le,
JSPK1075,J07,JS,South,2015-06-20,0,250,314375,319287,132.000308,NA,25.90506045,27.37438514,1000,1,2-5,Arthropoda,Malacostraca,Decapoda,Cancridae,NA,NA,Decapod ,Cancridae,Cancridae,Cancridae,NA,NA,2.9,0.07,3,3,0.11,0.21,0.01,1.17,0.04,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,1-2,Arthropoda,Maxillipoda,Calanoida,Clausocalanidae,Pseudocalanus,NA,Calanoid copepod,Pseudocalanus,Pseudocalanus,Pseudocalanus,NA,NA,<2,0.012,9,900,85.52,10.80,1.03,67.50,6.41,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,250,0.01,<1,Cnidaria,Hydrozoa,Siphonophorae,NA,NA,NA,Other,Siphonophorae,Siphonophorae,Siphonophore,NA,NA,<2,0.1,1,100,9.50,10.00,0.95,250.00,23.76,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,2000,1,5-10,Cnidaria,Hydrozoa,Siphonophorae,NA,NA,NA,Other,Siphonophorae,Siphonophorae,Siphonophore pneumatophore,NA,NA,5.5,0.064,1,1,0.10,0.06,0.01,1.60,0.15,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,2000,1,5-10,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,NA,Other,Tomopteris,Tomopteris,Tomopteris,NA,NA,7,0.25,1,1,0.10,0.25,0.02,1.92,0.18,Andrea Le,
QPK1038,D06,DI,West,2015-06-04,0,250,72848,74820,52.99360899,0:03:00,10.39999576,10.52331602,1000,1,5-10,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,NA,Other,Tomopteris,Tomopteris,Tomopteris,NA,NA,7.55,0.25,26,26,2.47,6.50,0.62,50.00,4.75,Andrea Le,
QPK1037,D08,DI,East,2015-06-04,0,250,70544,72531,53.3967044,0:03:00,10.47910324,10.59921959,250,0.02,1-2,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,NA,Calanoid copepod,Acartia,Acartia,Acartia,NA,NA,<2,0.0055,1,50,4.72,0.28,0.03,1.72,0.16,Sam James,
QPK1037,D08,DI,East,2015-06-04,0,250,70544,72531,53.3967044,0:03:00,10.47910324,10.59921959,250,0.02,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,Barnacle Nauplius,nauplius,NA,<2,0.04,22,1100,103.78,44.00,4.15,275.00,25.95,Sam James,
QPK1037,D08,DI,East,2015-06-04,0,250,70544,72531,53.3967044,0:03:00,10.47910324,10.59921959,250,0.02,<1,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,Calanoid copepod,Copepod (<CV),Copepodite,Copepodite,<C5,NA,<2,0.003,5,250,23.59,0.75,0.07,4.69,0.44,Sam James,
QPK1041,D07,DI,Central,2015-06-05,0,250,80490,83309,75.75506276,NA,14.86693107,15.0608478,1000,1,2-5,Arthropoda,Malacostraca,Decapoda,NA,NA,NA,Decapod ,Decapoda,Decapoda,Anomuran,NA,NA,2.9,0.07,1,1,0.07,0.07,0.00,0.39,0.03,Sam James,
QPK1037,D08,DI,East,2015-06-04,0,250,70544,72531,53.3967044,0:03:00,10.47910324,10.59921959,250,0.02,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,Cyprid,NA,NA,<2,0.35,2,100,9.43,35.00,3.30,218.75,20.64,Sam James,
QPK1037,D08,DI,East,2015-06-04,0,250,70544,72531,53.3967044,0:03:00,10.47910324,10.59921959,250,0.02,<1,NA,NA,NA,NA,NA,NA,Other,Other,Other,Egg (oily),NA,NA,<2,0.0045,2,100,9.43,0.45,0.04,8.33,0.79,Sam James,
QPK1037,D08,DI,East,2015-06-04,0,250,70544,72531,53.3967044,0:03:00,10.47910324,10.59921959,250,0.02,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Evadne,NA,Cladoceran,Evadne,Evadne,Evadne,NA,NA,<2,0.005,176,8800,830.25,44.00,4.15,338.46,31.93,Sam James,
QPK1037,D08,DI,East,2015-06-04,0,250,70544,72531,53.3967044,0:03:00,10.47910324,10.59921959,250,0.02,1-2,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA,Larvacean,Larvacean,Larvacean,Oikopleura,NA,NA,<2,0.01,15,750,70.76,7.50,0.71,138.89,13.10,Sam James,
QPK1037,D08,DI,East,2015-06-04,0,250,70544,72531,53.3967044,0:03:00,10.47910324,10.59921959,250,0.02,<1,Arthropoda,Maxillipoda,Calanoida,Paracalanidae,Paracalanus,NA,Calanoid copepod,Paracalanus,Paracalanus,Paracalanus,NA,NA,<2,0.0068,105,5250,495.32,35.70,3.37,223.13,21.05,Sam James,
QPK1037,D08,DI,East,2015-06-04,0,250,70544,72531,53.3967044,0:03:00,10.47910324,10.59921959,250,0.02,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Podon,NA,Cladoceran,Podon,Podon,Podon,NA,NA,<2,0.005,30,1500,141.52,7.50,0.71,57.69,5.44,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,250,0.02,1-2,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,NA,Calanoid copepod,Acartia,Acartia,Acartia,NA,NA,<2,0.0055,82,4100,388.36,22.55,2.14,140.94,13.35,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,2000,1,5-10,Cnidaria,Hydrozoa,Leptomedusae,Aequoreidae,Aequorea,victoria,Other,Aequorea,Aequorea,Aequorea victoria,NA,NA,9,30,1,1,0.09,30.00,2.84,750.00,71.04,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,250,0.02,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,Barnacle Nauplius,nauplius,NA,<2,0.04,101,5050,478.35,202.00,19.13,1262.50,119.59,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,250,0.02,<1,Mollusca,Bivalvia,NA,NA,NA,NA,Other,Bivalvia,Bivalvia,Bivalve veliger,veliger,NA,<2,0.0026,3,150,14.21,0.39,0.04,2.44,0.23,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,250,0.02,<1,Bryozoa,NA,NA,NA,NA,NA,Other,Bryozoa,Bryozoa,Bryozoa,NA,NA,<2,0.002,1,50,4.74,0.10,0.01,1.85,0.18,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,1000,1,1-2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,Calanoid copepod,Centropages,Centropages,Centropages abdominalis,NA,NA,<2,0.018,1,1,0.09,0.02,0.00,0.11,0.01,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,250,0.02,1-2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,Calanoid copepod,Centropages,Centropages,Centropages abdominalis,NA,NA,<2,0.018,8,400,37.89,7.20,0.68,45.00,4.26,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,1000,1,2-5,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,NA,Other,Clytia,Clytia,Clytia,NA,NA,2.3,0.3,1,1,0.09,0.30,0.03,7.50,0.71,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,250,0.02,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Other,Copepod (<CV),Copepod nauplius,Copepod nauplius,nauplius,NA,<2,0.0003,11,550,52.10,0.17,0.02,1.03,0.10,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,250,0.02,<1,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,Calanoid copepod,Copepod (<CV),Copepodite,Copepodite,C2,NA,<2,0.003,1,50,4.74,0.15,0.01,0.94,0.09,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,250,0.02,<1,Arthropoda,Maxillopoda,Poecilostomatoida,Corycaeidae,Corycaeus,NA,Other,Corycaeus,Corycaeus,Corycaeus,NA,NA,<2,0.002,56,2800,265.22,5.60,0.53,35.00,3.32,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,250,0.02,<1,Ctenophora,NA,NA,NA,NA,NA,Other,Ctenophora,Ctenophora,Ctenophore,NA,NA,<2,0.1,1,50,4.74,5.00,0.47,125.00,11.84,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,250,0.02,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,Cyprid,NA,NA,<2,0.35,5,250,23.68,87.50,8.29,546.88,51.80,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,1000,1,1-2,Arthropoda,Malacostraca,Decapoda,NA,NA,NA,Decapod ,Decapoda,Decapoda,Decapod,NA,NA,2,0.1,1,1,0.09,0.10,0.01,0.56,0.05,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,1000,1,1-2,Arthropoda,Insecta,Diptera,NA,NA,NA,Other,Diptera,Insecta,Diptera,NA,NA,1.55,0.03,1,1,0.09,0.03,0.00,0.17,0.02,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,1000,1,1-2,Chordata,Actinopterygii,NA,NA,NA,NA,Other,Actinopterygii,Actinopterygii,Egg (fish),NA,NA,1.5,,1,1,0.09,0.00,0.00,0.00,0.00,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,250,0.02,<1,NA,NA,NA,NA,NA,NA,Other,Other,Other,Egg (oily),NA,NA,<2,0.0045,14,700,66.31,3.15,0.30,58.33,5.53,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,250,0.02,1-2,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,Calanoid copepod,Epilabidocera,Epilabidocera,Epilabidocera longipedata,NA,NA,<2,0.044,1,50,4.74,2.20,0.21,13.75,1.30,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,250,0.02,1-2,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA,Euphausiid,Euphausiidae,Euphausiidae,Euphausiid calytopsis,NA,NA,<2,0.003,3,150,14.21,0.45,0.04,1.97,0.19,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,250,0.02,<1,Cnidaria,Hydrozoa,Anthoathecata,Corymorphidae,Euphysa,NA,Other,Euphysa,Euphysa,Euphysa,NA,NA,<2,0.1,1,50,4.74,5.00,0.47,125.00,11.84,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,250,0.02,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Evadne,NA,Cladoceran,Evadne,Evadne,Evadne,NA,NA,<2,0.005,60,3000,284.17,15.00,1.42,115.38,10.93,Sam James,
JSPK1048,J02,JS,North,2015-06-09,0,250,203624,206764,84.38130438,NA,16.55983098,17.15639246,1000,1,2-5,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,NA,Amphipod ,Themisto,Themisto,Hyperiid (themisto),NA,NA,3.35,0.09,10,10,0.58,0.90,0.05,3.75,0.22,Andrea Le,themisto
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,250,0.02,1-2,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA,Larvacean,Larvacean,Larvacean,Oikopleura,NA,NA,<2,0.01,57,2850,269.96,28.50,2.70,527.78,49.99,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,250,0.02,<1,Arthropoda,Maxillopoda,Cyclopoida,Oithonidae,Oithona,NA,Other,Oithona,Oithona,Oithona,NA,NA,<2,0.0015,1,50,4.74,0.08,0.01,0.47,0.04,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,250,0.02,<1,Arthropoda,Maxillipoda,Calanoida,Paracalanidae,Paracalanus,NA,Calanoid copepod,Paracalanus,Paracalanus,Paracalanus,NA,NA,<2,0.0068,1,50,4.74,0.34,0.03,2.13,0.20,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,250,0.02,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Podon,NA,Cladoceran,Podon,Podon,Podon,NA,NA,<2,0.005,9,450,42.62,2.25,0.21,17.31,1.64,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,1000,1,5-10,Annelida,Polychaeta,NA,NA,NA,NA,Other,Polychaeta,Polychaeta,Polychaete,NA,NA,8.5,0.34,1,1,0.09,0.34,0.03,2.62,0.25,Sam James,Nereid?
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,250,0.02,1-2,Arthropoda,Maxillipoda,Calanoida,Clausocalanidae,Pseudocalanus,NA,Calanoid copepod,Pseudocalanus,Pseudocalanus,Pseudocalanus,NA,NA,<2,0.012,10,500,47.36,6.00,0.57,37.50,3.55,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,250,0.02,1-2,Arthropoda,Maxillipoda,Calanoida,Clausocalanidae,Pseudocalanus,NA,Calanoid copepod,Pseudocalanus,Pseudocalanus,Pseudocalanus copepodite,<C5,NA,<2,0.012,1,50,4.74,0.60,0.06,3.75,0.36,Sam James,
QPK1032,D11,DI,West,2015-06-01,0,250,55521,57504,53.28921229,0:03:00,10.45800791,10.55721443,250,0.02,1-2,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,NA,Calanoid copepod,Tortanus,Tortanus,Tortanus,NA,NA,<2,0.02,1,50,4.74,1.00,0.09,6.25,0.59,Sam James,
JSPK1112,J07,JS,South,2016-06-03,0,250,629297,633090,101.9293909,0:02:02,20.00364297,21.70554094,1000,1,1-2,Arthropoda,Maxillipoda,Calanoida,Clausocalanidae,Pseudocalanus,NA,Calanoid copepod,Pseudocalanus,Pseudocalanus,Pseudocalanus,NA,NA,<2,0.012,1,1,0.05,0.01,0.00,0.08,0.00,Andrea Le,
JSPK1112,J07,JS,South,2016-06-03,0,250,629297,633090,101.9293909,0:02:02,20.00364297,21.70554094,250,0.05,1-2,Arthropoda,Maxillipoda,Calanoida,Clausocalanidae,Pseudocalanus,NA,Calanoid copepod,Pseudocalanus,Pseudocalanus,Pseudocalanus,NA,NA,<2,0.012,77,1540,70.95,18.48,0.85,115.50,5.32,Andrea Le,
